0,927,-1
1,927,-1
0,4043,-1
1,4043,-1
0,7160,-1
1,7160,-1
1,7939,-1
0,8719,-1
0,9108,-1
1,9498,-1
0,10277,-1
1,11056,-1
0,11836,-1
0,13394,-1
1,13394,-1
1,14173,-1
0,14952,-1
0,15342,-1
1,15732,-1
0,16511,-1
1,17290,-1
1,18849,-1
0,19628,-1
1,19628,-1
1,20407,-1
0,21186,-1
1,21965,-1
1,22355,-1
0,22745,-1
1,23524,-1
1,25082,-1
1,25472,-1
0,25862,-1
1,25862,-1
1,26641,-1
0,27420,-1
1,28199,-1
0,28589,-1
1,28978,-1
1,29758,-1
1,31316,-1
0,32095,-1
1,32095,-1
1,32875,-1
0,33654,-1
0,34043,-1
1,34433,-1
0,35212,-1
0,35602,-1
1,35991,-1
1,36381,-1
0,36771,-1
0,37160,-1
0,38329,-1
1,38329,-1
1,39108,-1
1,39888,-1
0,40277,-1
1,40667,-1
1,41446,-1
0,41836,-1
0,42225,-1
1,42615,-1
0,43004,-1
0,44563,-1
1,44563,-1
1,45342,-1
0,46121,-1
1,46901,-1
0,47680,-1
0,48069,-1
1,48459,-1
1,50017,-1
1,50407,-1
0,50797,-1
1,50797,-1
1,51576,-1
0,52355,-1
1,53135,-1
1,53914,-1
0,54303,-1
1,54693,-1
0,55472,-1
0,57030,-1
1,57030,-1
1,57809,-1
0,58589,-1
1,59368,-1
0,60147,-1
0,60537,-1
1,60926,-1
0,61706,-1
0,63264,-1
1,63264,-1
1,64043,-1
0,64822,-1
1,65602,-1
0,66381,-1
0,66771,-1
1,67160,-1
1,68719,-1
0,69498,-1
1,69498,-1
1,70277,-1
0,71056,-1
1,71835,-1
1,72225,-1
0,72615,-1
1,73394,-1
1,74952,-1
1,75342,-1
0,75732,-1
1,75732,-1
1,76511,-1
0,77290,-1
1,78069,-1
0,78459,-1
0,81965,-1
1,81965,-1
1,82745,-1
0,83524,-1
0,83913,-1
1,84303,-1
1,85082,-1
1,85472,-1
0,85862,-1
0,86251,-1
1,86641,-1
0,87030,-1
0,88199,-1
1,88199,-1
1,88978,-1
1,89758,-1
0,90147,-1
1,90537,-1
1,91316,-1
0,91706,-1
1,92095,-1
1,92485,-1
0,92874,-1
0,94433,-1
1,94433,-1
1,95212,-1
0,95991,-1
1,96771,-1
0,97550,-1
0,97939,-1
1,98329,-1
1,99887,-1
1,100277,-1
0,100667,-1
1,100667,-1
1,101446,-1
0,102225,-1
1,103005,-1
1,103784,-1
0,104173,-1
1,104563,-1
0,105342,-1
0,106901,-1
1,106901,-1
1,107680,-1
0,108459,-1
1,109238,-1
1,109628,-1
0,110017,-1
1,110797,-1
0,111576,-1
0,113134,-1
1,113134,-1
1,113914,-1
0,114693,-1
0,115082,-1
1,115472,-1
0,116251,-1
1,117030,-1
0,117420,-1
0,117810,-1
0,119368,-1
0,120927,-1
1,121706,-1
1,122485,-1
0,124043,-1
0,125602,-1
0,127160,-1
1,127939,-1
0,128719,-1
0,130277,-1
0,134952,-1
1,134952,-1
1,135342,-1
0,135732,-1
0,136121,-1
1,136511,-1
0,136901,-1
0,138069,-1
1,138069,-1
1,138848,-1
1,139628,-1
0,140017,-1
1,140407,-1
1,141186,-1
0,141576,-1
1,141965,-1
1,142355,-1
0,142744,-1
0,144303,-1
1,144303,-1
1,145083,-1
0,145862,-1
0,146251,-1
1,146641,-1
0,147420,-1
0,147810,-1
1,148199,-1
1,148589,-1
0,148979,-1
0,149368,-1
0,150537,-1
1,150537,-1
1,151316,-1
1,152096,-1
0,152485,-1
1,152875,-1
1,153654,-1
0,154044,-1
0,154433,-1
1,154823,-1
0,155212,-1
0,156771,-1
1,156771,-1
1,157550,-1
1,158329,-1
1,159109,-1
0,159888,-1
0,160277,-1
1,160667,-1
1,162225,-1
1,162615,-1
0,163005,-1
1,163005,-1
1,163784,-1
1,164563,-1
1,165343,-1
1,166122,-1
0,166511,-1
1,166901,-1
