1,19339,-1
1,19639,-1
0,19789,-1
0,20089,-1
0,20239,-1
0,20539,-1
1,20839,-1
0,20989,-1
0,21289,-1
0,21439,-1
1,21739,-1
1,22039,-1
0,22189,-1
0,22489,-1
1,22639,-1
0,22939,-1
0,23389,-1
0,23689,-1
1,23839,-1
1,24139,-1
1,24439,-1
0,24589,-1
0,24889,-1
0,25039,-1
0,25339,-1
1,25639,-1
0,25789,-1
0,26089,-1
0,26239,-1
1,26539,-1
1,26839,-1
0,26989,-1
0,27289,-1
1,27439,-1
0,27739,-1
0,28189,-1
0,28489,-1
1,28639,-1
1,28939,-1
1,29239,-1
0,29389,-1
0,29689,-1
0,29839,-1
0,30139,-1
1,30439,-1
0,30589,-1
0,30889,-1
0,31039,-1
1,31339,-1
1,31639,-1
0,31789,-1
0,32089,-1
1,32239,-1
0,32539,-1
0,32989,-1
0,33289,-1
1,33439,-1
1,33739,-1
1,34039,-1
0,34189,-1
0,34489,-1
0,34639,-1
0,34939,-1
1,35239,-1
0,35389,-1
0,35689,-1
0,35839,-1
1,36139,-1
1,36439,-1
0,36589,-1
0,36889,-1
1,37039,-1
1,37339,-1
1,37789,-1
1,38239,-1
0,38539,-1
1,38839,-1
0,38989,-1
1,39139,-1
0,39289,-1
0,39439,-1
0,39514,-1
0,39589,-1
0,39739,-1
1,39889,-1
1,40339,-1
0,40489,-1
1,40639,-1
1,40714,-1
1,40789,-1
0,40939,-1
1,41239,-1
0,41389,-1
0,41539,-1
1,41689,-1
0,41839,-1
0,42139,-1
1,42289,-1
1,42439,-1
1,42514,-1
1,42589,-1
0,42739,-1
1,42964,-1
0,43339,-1
1,43639,-1
0,43789,-1
1,43939,-1
0,44089,-1
0,44539,-1
1,44689,-1
0,44839,-1
1,44989,-1
1,45064,-1
1,45139,-1
1,45289,-1
0,45439,-1
0,45514,-1
0,45589,-1
0,45739,-1
1,46039,-1
0,46189,-1
0,46339,-1
1,46489,-1
0,46639,-1
0,46939,-1
0,47089,-1
1,47239,-1
1,47314,-1
1,47389,-1
0,47539,-1
1,47764,-1
0,48139,-1
1,48139,-1
1,48289,-1
1,48364,-1
1,48439,-1
0,48589,-1
1,48739,-1
0,48889,-1
1,49039,-1
1,49114,-1
1,49189,-1
0,49339,-1
1,49489,-1
0,49939,-1
0,50239,-1
1,50539,-1
1,50839,-1
0,51139,-1
0,51439,-1
1,51739,-1
1,52039,-1
0,52339,-1
0,52639,-1
0,52939,-1
0,53089,-1
0,53239,-1
0,53389,-1
0,53539,-1
0,53689,-1
0,53839,-1
1,54139,-1
1,54289,-1
1,54439,-1
1,54589,-1
1,54739,-1
1,54889,-1
