1,1391,-1
1,1655,-1
1,1920,-1
1,2155,-1
1,2390,-1
1,2626,-1
0,2802,-1
0,3038,-1
0,3273,-1
1,3508,-1
1,3772,-1
1,4037,-1
0,4214,-1
0,4390,-1
0,4626,-1
0,4861,-1
0,5096,-1
0,5361,-1
1,5626,-1
1,5802,-1
1,6038,-1
1,6273,-1
1,6508,-1
1,6773,-1
1,7038,-1
1,7302,-1
1,7567,-1
1,7802,-1
1,8037,-1
1,8273,-1
0,8449,-1
0,8685,-1
0,8920,-1
1,9155,-1
1,9419,-1
1,9684,-1
0,9861,-1
0,10037,-1
0,10273,-1
0,10508,-1
0,10743,-1
0,11008,-1
1,11273,-1
1,11449,-1
1,11685,-1
1,11920,-1
1,12155,-1
1,12420,-1
0,12685,-1
1,12949,-1
0,13038,-1
0,13214,-1
1,13332,-1
1,13390,-1
0,13449,-1
1,13684,-1
1,13920,-1
0,14096,-1
0,14332,-1
0,14567,-1
0,14685,-1
1,14802,-1
1,15067,-1
1,15332,-1
0,15508,-1
0,15685,-1
1,15773,-1
0,15920,-1
1,16038,-1
0,16155,-1
1,16214,-1
0,16273,-1
1,16390,-1
0,16655,-1
1,16920,-1
1,17096,-1
0,17185,-1
1,17332,-1
0,17449,-1
1,17567,-1
0,17626,-1
1,17802,-1
1,18067,-1
0,18332,-1
1,18596,-1
0,18685,-1
0,18861,-1
1,18979,-1
1,19037,-1
0,19096,-1
1,19331,-1
1,19567,-1
0,19743,-1
0,19979,-1
0,20214,-1
0,20332,-1
1,20449,-1
1,20714,-1
1,20979,-1
0,21155,-1
0,21332,-1
1,21420,-1
0,21567,-1
1,21685,-1
0,21802,-1
1,21861,-1
0,21920,-1
1,22038,-1
0,22302,-1
1,22567,-1
1,22743,-1
0,22832,-1
1,22979,-1
0,23096,-1
1,23214,-1
1,23273,-1
0,23332,-1
1,23449,-1
1,23626,-1
1,23802,-1
1,23890,-1
0,23979,-1
1,24067,-1
0,24155,-1
1,24243,-1
0,24332,-1
0,24420,-1
1,24508,-1
0,24626,-1
1,24685,-1
1,24861,-1
0,24979,-1
0,25096,-1
1,25214,-1
1,25302,-1
0,25390,-1
0,25508,-1
1,25626,-1
0,25743,-1
1,25861,-1
0,25979,-1
1,26096,-1
0,26185,-1
0,26273,-1
1,26361,-1
0,26449,-1
0,26538,-1
1,26626,-1
0,26714,-1
1,26802,-1
1,26890,-1
0,26979,-1
0,27096,-1
1,27214,-1
0,27332,-1
1,27449,-1
1,27508,-1
1,27685,-1
0,27773,-1
0,27861,-1
1,27949,-1
0,28038,-1
0,28126,-1
1,28214,-1
0,28302,-1
1,28390,-1
0,28508,-1
1,28626,-1
0,28743,-1
1,28861,-1
1,28920,-1
1,29096,-1
0,29185,-1
0,29273,-1
1,29361,-1
1,29449,-1
1,29538,-1
0,29626,-1
1,29714,-1
0,29802,-1
1,29890,-1
0,29979,-1
0,30067,-1
1,30155,-1
0,30273,-1
1,30332,-1
1,30508,-1
0,30626,-1
0,30743,-1
1,30861,-1
1,30949,-1
0,31037,-1
0,31155,-1
1,31273,-1
0,31390,-1
1,31508,-1
0,31626,-1
1,31743,-1
0,31832,-1
0,31920,-1
1,32008,-1
0,32096,-1
0,32185,-1
1,32273,-1
0,32361,-1
1,32449,-1
1,32537,-1
0,32626,-1
0,32743,-1
1,32861,-1
0,32979,-1
1,33096,-1
1,33155,-1
1,33332,-1
0,33420,-1
0,33508,-1
1,33596,-1
0,33685,-1
0,33773,-1
1,33861,-1
0,33949,-1
1,34037,-1
0,34155,-1
1,34273,-1
0,34390,-1
1,34508,-1
1,34567,-1
0,34743,-1
1,34920,-1
1,35096,-1
1,35185,-1
0,35273,-1
1,35361,-1
0,35449,-1
1,35537,-1
0,35626,-1
0,35714,-1
1,35802,-1
0,35920,-1
1,35979,-1
1,36155,-1
0,36273,-1
0,36390,-1
1,36508,-1
1,36596,-1
0,36684,-1
0,36802,-1
1,36920,-1
0,37037,-1
1,37155,-1
0,37273,-1
1,37390,-1
0,37479,-1
0,37567,-1
1,37655,-1
0,37743,-1
0,37832,-1
1,37920,-1
0,38008,-1
1,38096,-1
1,38184,-1
0,38273,-1
0,38390,-1
1,38508,-1
0,38626,-1
1,38743,-1
1,38802,-1
1,38979,-1
0,39067,-1
0,39155,-1
1,39243,-1
0,39332,-1
0,39420,-1
1,39508,-1
0,39596,-1
1,39684,-1
0,39802,-1
1,39920,-1
0,40037,-1
1,40155,-1
1,40214,-1
1,40390,-1
0,40479,-1
0,40567,-1
1,40655,-1
1,40743,-1
1,40832,-1
0,40920,-1
1,41008,-1
0,41096,-1
1,41184,-1
0,41273,-1
0,41361,-1
1,41449,-1
0,41567,-1
1,41626,-1
1,41802,-1
0,41920,-1
0,42037,-1
1,42155,-1
1,42243,-1
0,42331,-1
0,42449,-1
1,42567,-1
0,42684,-1
1,42802,-1
0,42920,-1
1,43037,-1
0,43126,-1
0,43214,-1
1,43302,-1
0,43390,-1
0,43479,-1
1,43567,-1
0,43655,-1
1,43743,-1
1,43831,-1
